Autor;Título;Catálogo;Descripción;Instrumentación;Fecha;Letras;Comentarios;Edición;Editor;Estreno;URL
Bach, Johann Sebastian (1685–1750);Geist und Seele wird verwirret;BWV 35;Sacred cantata (12th Sunday after Trinity);"A*A*, Ob, Vl, Va, Org obl, Bc; 2 ";;Link to lyrics;"Text: Georg Christian Lehms (1711); further libretto printing: Birkmann 1728";NBANBA, I/20, S. 215 (Klaus Hofmann, 1986) – Critical report (1985), S. 166;Übernahme von www.bach.gwdg.de;8 September 17268 September 1726, Leipzig (Premiere);https://www.bach-digital.de/receive/BachDigitalWork_work_00000046?lang=en
Bach, Johann Sebastian (1685–1750);Schwingt freudig euch empor;BWV 36;Sacred cantata (1st Sunday of Advent);S*S*, A*, T*, B*, S, A, T, B, Ob d’am, Vl, Va, Bc,;;Link to lyricsPhilipp Nicolai (1556-1608);"Text: see BWV 36.4, C. F. Henrici?; mvts. 2, 6 und 8: stanzas 1, 6 and 8 from ‘Nun komm der Heiden Heiland’ by Martin Luther (1524)";NBANBA, I/1, S. 41 (Alfred Dürr, 1954) – Critical report (1955), S. 18;Übernahme von www.bach.gwdg.de;2 December 17312 December 1731, Leipzig (Premiere);https://www.bach-digital.de/receive/BachDigitalWork_work_00000047?lang=en
Bach, Johann Sebastian (1685–1750);Schwingt freudig euch empor [early version];BWV 36;Sacred cantata (1st Sunday of Advent);S*S*, T*, B*, S, A, T, B, Ob d’am, Vl, Va, Bc,;;Philipp Nicolai (1556-1608);"EZ EZ zwischen 1725 und 1730; early version";NBANBA, I/1, S. 17 (Alfred Dürr, 1954) – Critical report (1955), S. 18;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000048?lang=en
Bach, Johann Sebastian (1685–1750);Steigt freudig in die Luft;BWV 36a;Secular cantata (Birthday);? S solo, T solo, B solo, S, A, T, B, Oboe d'amore, Viola d'amore, Violin I, Violin II, Viola, Basso continuo, ?;;Link to lyrics;libretto printing: Picander 1727;NBANBA, I/35 (Alfred Dürr) – Critical report (1964), S. 152;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000049?lang=en
Bach, Johann Sebastian (1685–1750);Die Freude reget sich;BWV 36b;Secular cantata (Birthday);S*S*, A*, T*, S, A, T, B, Fl trav, Ob d’am, Vl, Va, Bc,;;Link to lyrics;Parody of BWV 36c, borrowed and partly reworked were the movements 1, 3, 5, 7 and 8. The parts of violin I and oboe d'amore are lost but can be reconstructed.;NBANBA, I/38, S. 255 (Werner Neumann, 1960) – Critical report (1960), S. 143;Übernahme von www.bach.gwdg.de;27 July 173527 July 1735, Leipzig;https://www.bach-digital.de/receive/BachDigitalWork_work_00000050?lang=en
Bach, Johann Sebastian (1685–1750);Schwingt freudig euch empor;BWV 36c;Secular cantata (Birthday);S*S*, T*, B*, S, A, T, B, Ob d’am, Vl, Va, Va, Bc,;;Link to lyrics;"EZ EZ 1725; Bestimmung: 50. Geburtstag von J. B. Mencke (1675-1732)?";NBANBA, I/39, S. 1 (Werner Neumann, 1975) – Critical report (1977), S. 17;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000051?lang=en
Bach, Johann Sebastian (1685–1750);Wer da gläubet und getauft wird;BWV 37;Sacred cantata (Ascension Day);S*S*, A*, T*, B*, S, A, T, B, Ob d’am, Vl, Va, Bc,;;Link to lyricsPhilipp Nicolai (1556-1608);"Text: author unknown; mvt. 3: stanza 5 from „Wie schön leuchtet der Morgenstern“ by Philipp Nicolai (1599); mvt. 6: stanza 4 from ‚Ich dank dir, lieber Herre‘ by Johannes Kolrose (c. 1535)";NBANBA, I/12, S. 79 (Alfred Dürr, 1960) – Critical report (1960), S. 131;Übernahme von www.bach.gwdg.de;18 May 172418 May 1724, Leipzig (Premiere);https://www.bach-digital.de/receive/BachDigitalWork_work_00000052?lang=en
Bach, Johann Sebastian (1685–1750);Aus tiefer Not schrei ich zu dir;BWV 38;Chorale cantata (21st Sunday after Trinity);S*S*, A*, T*, B*, S, A, T, B, Tbne, Ob, Vl, Va, Bc,;;Link to lyrics;"Text: Martin Luther (1524); stanzas 2-4 (mvts. 2-5) reworked (author unknown)";NBANBA, I/25, S. 217 (Ulrich Bartels, 1997) – Critical report (1997), S. 150;Übernahme von www.bach.gwdg.de;29 October 172429 October 1724, Leipzig (Premiere);https://www.bach-digital.de/receive/BachDigitalWork_work_00000053?lang=en
Bach, Johann Sebastian (1685–1750);Brich dem Hungrigen dein Brot;BWV 39;Sacred cantata (1st Sunday after Trinity);S*S*, A*, B*, S, A, T, B, Fl dolce, Ob, Vl, Va, Bc,;;Link to lyricsDavid Denicke (1603-1680);"Text: unknown; mvt. 1: Isaiah 58:7-8; mvt. 4: Hebrews 13:16; mvt. 7: stanza 6 from ‚Kommt, lasst euch den Herren lehren‘ by David Denicke (1648); libretto printings: Meiningen 1719, Rudolstadt 1726, Birkmann 1728 (2nd part only)";NBANBA, I/15, S. 179 (Alfred Dürr, 1967) – Critical report (1968), S. 176;Übernahme von www.bach.gwdg.de;23 June 172623 June 1726, Leipzig (Premiere);https://www.bach-digital.de/receive/BachDigitalWork_work_00000054?lang=en
Bach, Johann Sebastian (1685–1750);Darzu ist erschienen der Sohn Gottes;BWV 40;Sacred cantata (2nd Christmas Day);A*A*, T*, B*, S, A, T, B, Cr, Ob, Vl, Va, Bc,;;Link to lyricsCaspar Füger (1521- 1592);"Text: author unknown; mvt. 1: 1. John 3:8; mvt. 3: stanza 4 from ‘Wir Christenleut’ by Caspar Füger (1592); mvt. 5: stanza 2 from ‘Schwing dich auf zu deinem Gott’ by Paul Gerhardt (1653); mvt. 8: stanza 4 from ‚Freuet euch, ihr Christen alle‘ by Christian Keymann (1645)";NBANBA, I/3.1, S. 3 (Klaus Hofmann, 2000) – Critical report (2000), S. 13;Übernahme von www.bach.gwdg.de;26 December 172326 December 1723, Leipzig (Premiere);https://www.bach-digital.de/receive/BachDigitalWork_work_00000055?lang=en
Bach, Johann Sebastian (1685–1750);Jesu, nun sei gepreiset;BWV 41;Chorale cantata (New Year/Circumcision);S*S*, A*, T*, B*, S, A, T, B, Tr, Timp, Ob, Vl, Va, Vc picc, Bc,;;Link to lyrics;"Text: Johann Hermann (1591); stanza 2 (mvts. 2-5) reworked (author unknown); libretto printing: Birkmann 1728";NBANBA, I/4, S. 37 (Werner Neumann, 1965) – Critical report (1964), S. 29;Übernahme von www.bach.gwdg.de;1 January 17251 January 1725, Leipzig (Premiere);https://www.bach-digital.de/receive/BachDigitalWork_work_00000056?lang=en
Bach, Johann Sebastian (1685–1750);Am Abend aber desselbigen Sabbats (concerto da chiesa);BWV 42;Sacred cantata (2nd Sunday of Easter);S*S*, A*, T*, B*, S, A, T, B, Ob, Bs, Vl, Va, Bc,;;Link to lyricsJacob Fabricius (1593-1654);"Text: author unknown; mvt. 2: John 20:19; mvt: stanza 1 from the same-titled chorale by Jacob Fabricius (1632); mvt. 7: German version of ‘Da pacem Domine’ by Martin Luther (1531) together with a stanza by Johann Walter paraphrasing 1 Timothy 2:2 (1566); first libretto printing: Leipzig 1731 I";NBANBA, I/11.1, S. 61 (Reinmar Emans, 1988) – Critical report (1989), S. 58;Übernahme von www.bach.gwdg.de;8 April 17258 April 1725, 1 April 1731, Leipzig (Premiere);https://www.bach-digital.de/receive/BachDigitalWork_work_00000057?lang=en
Bach, Johann Sebastian (1685–1750);Gott fähret auf mit Jauchzen;BWV 43;Sacred cantata (Ascension Day);S*S*, A*, T*, B*, S, A, T, B, Tr, Timp, Ob, Vl, Va, Bc,;;Link to lyricsJohann Rist (1607-1667);"Text: author unknown; mvt. 1: Psalm 47:6-7; mvt. 4: Mark 16:19; mvt. 11: stanzas 1+13 of the same-titled chorale by Johann Rist (1641); printings: Meiningen 1719, Rudolstadt 1726";NBANBA, I/12, S. 133 (Alfred Dürr, 1960) – Critical report (1960), S. 200;Übernahme von www.bach.gwdg.de;30 May 172630 May 1726, Leipzig (Premiere);https://www.bach-digital.de/receive/BachDigitalWork_work_00000058?lang=en
Bach, Johann Sebastian (1685–1750);Sie werden euch in den Bann tun;BWV 44;Sacred cantata (7th Sunday of Easter);S*S*, A*, T*, B*, S, A, T, B, Ob, Vl, Va, Bc,;;Link to lyricsMartin Moller (1547-1606);"Text: author unknown; mvt. 1-2: John 16:2; mvt. 4: stanza 1 of the same-titled chorale by Martin Moller (1587); mvt. 7: stanza 7 from ‘In allen meinen Taten’ by Paul Fleming (1642)";NBANBA, I/12, S. 165 (Alfred Dürr, 1960) – Critical report (1960), S. 257;Übernahme von www.bach.gwdg.de;21 May 172421 May 1724, Leipzig (Premiere);https://www.bach-digital.de/receive/BachDigitalWork_work_00000059?lang=en
Bach, Johann Sebastian (1685–1750);Es ist dir gesagt, Mensch, was gut ist;BWV 45;Sacred cantata (8th Sunday after Trinity);A*A*, T*, B*, S, A, T, B, Fl trav, Ob, Ob d’am, Vl, Va, Bc,;;Link to lyricsJohann Heermann (1585-1647);"Text: author unknown; mvt. 1: Micha 6:8; mvt. 4: Matthew 7:22-23; mvt. 7: stanza 2 from ‘O Gott, du frommer Gott’ by Johann Heermann (1630); libretto printings: Meiningen 1719, Rudolstadt 1726, Birkmann 1728 (mvt. 5 only)";NBANBA, I/18, S. 197 (Alfred Dürr, 1966) – Critical report (1967), S. 192;Übernahme von www.bach.gwdg.de;11 August 172611 August 1726, Leipzig (Premiere);https://www.bach-digital.de/receive/BachDigitalWork_work_00000060?lang=en
Bach, Johann Sebastian (1685–1750);Schauet doch und sehet, ob irgend ein Schmerz sei;BWV 46;Sacred cantata (10th Sunday after Trinity);A*A*, T*, B*, S, A, T, B, Tr da tir, Cr da tir, Fl dolce, Ob da cac, Vl, Va, Bc,;;Link to lyricsJohann Matthäus Meyfart (1590-1642);"Text: author unknown; mvt. 1: Lamentations 1:12; mvt 6: stanza 9 from ‘O großer Gott von Macht’ by Johann Matthäus Meyfart (1633)";NBANBA, I/19, S. 109 (Robert L. Marshall, 1985) – Critical report (1989), S. 136;Übernahme von www.bach.gwdg.de;1 August 17231 August 1723, Leipzig (Premiere);https://www.bach-digital.de/receive/BachDigitalWork_work_00000061?lang=en
Bach, Johann Sebastian (1685–1750);Wer sich selbst erhöhet, der soll erniedriget werden;BWV 47;Sacred cantata (17th Sunday after Trinity );S*S*, B*, S, A, T, B, Ob, Vl, Va, Org obl, Bc,;;Link to lyricsunknown;"Text: Johann Friedrich Helbig (Eisenach, 1720); mvt. 1: Luke 14:11; mvt. 5: stanza 11 from ‚Warum betrübst du dich mein Herz‘ by an unknown author (1561)";NBANBA, I/23, S. 319 (Helmuth Osthoff, 1982) – Critical report (1984), S. 162;Übernahme von www.bach.gwdg.de;13 October 172613 October 1726, Leipzig (Premiere);https://www.bach-digital.de/receive/BachDigitalWork_work_00000062?lang=en
Bach, Johann Sebastian (1685–1750);Ich elender Mensch, wer wird mich erlösen;BWV 48;Sacred cantata (19th Sunday after Trinity);A*A*, T*, S, A, T, B, Tr, Ob, Vl, Va, Bc,;;Link to lyricsMartin Rutilius (1550-1618);"Text: author unknown; mvt. 1: Romans 7:24; mvt. 3: stanza 4 from ‘Ach Gott und Herr’ by Martin Rutilius (1604); mvt. 7: stanza 12 from ‘Herr Jesu Christ, ich schrei zu dir’ (Freiberg, 1620)";NBANBA, I/24, S. 105 (Matthias Wendt, 1990) – Critical report (1991), S. 92;Übernahme von www.bach.gwdg.de;3 October 17233 October 1723, Leipzig (Premiere);https://www.bach-digital.de/receive/BachDigitalWork_work_00000063?lang=en
Bach, Johann Sebastian (1685–1750);Ich geh und suche mit Verlangen;BWV 49;Sacred cantata (20th Sunday after Trinity);S*S*, B*, Ob d’am, Vl, Va, Vc picc, Org obl, Bc,;;Link to lyricsPhilipp Nicolai (1556-1608);"Text: Christoph Birkmann; mvt. 6: stanza 7 from 'Wie schön leuchtet der Morgenstern' by Philipp Nicolai (1599); libretto printing: Birkmann 1728";NBANBA, I/25, S. 107 (Ulrich Bartels, 1997) – Critical report (1997), S. 62;Übernahme von www.bach.gwdg.de;3 November 17263 November 1726, Leipzig, St. Nicholas Church (Premiere);https://www.bach-digital.de/receive/BachDigitalWork_work_00000064?lang=en
Bach, Johann Sebastian (1685–1750);Nun ist das Heil und die Kraft (cantata?);BWV 50;unknown;Choir I/II: S, A, T, B, Trumpet I, Trumpet II, Trumpet III, Timpani, Oboe I, Oboe II, Oboe III, Violin I, Violin II, Viola, Basso continuo;;Link to lyrics;"single movement without original parts and autograph sources; possibly an arrangement or fragment of a lost cantata; Lit: W. H. Scheide, in: BJ 1982, p. 81-96; K. Hofmann, in: BJ 1994, p. 59-73";NBANBA, I/30, S. 141 (Marianne Helms, 1973) – Critical report (1974), S. 136;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000065?lang=en
Bach, Johann Sebastian (1685–1750);Jauchzet Gott in allen Landen;BWV 51;Sacred cantata (15th Sunday after Trinity);"S*S*, Tr, Vl, Va, Bc;";;Link to lyricsJohann Gramann (1487-1541);"Text: author unknown; mvt. 4: stanza 5 from 'Nun lob, mein Seel, den Herren' by Johann Gramann (1530) (additional stanza, 1549)";NBANBA, I/22, S. 77 (Matthias Wendt, 1987) – Critical report (1988), S. 66;Übernahme von www.bach.gwdg.de;17 September 173017 September 1730, Leipzig;https://www.bach-digital.de/receive/BachDigitalWork_work_00000066?lang=en
Bach, Johann Sebastian (1685–1750);Falsche Welt, dir trau ich nicht;BWV 52;Sacred cantata (23rd Sunday after Trinity);S*S*, S, A, T, B, Cr, Ob, Fag, Vl, Va, Bc,;;Link to lyricsAdam Reusner (1496-ca.1575);"Text: Christoph Birkmann; Satz 6: Strophe 1 from 'In dich hab ich gehoffet, Herr' by Adam Reusner (1533); libretto printing: Birkmann 1728";NBANBA, I/26, S. 131 (Andreas Glöckner, 1994) – Critical report (1995), S. 109;Übernahme von www.bach.gwdg.de;24 November 172624 November 1726, Leipzig (Premiere);https://www.bach-digital.de/receive/BachDigitalWork_work_00000067?lang=en
unknown composer;Schlage doch, gewünschte Stunde (Aria);BWV 53 / Anh. II 23‑>;Sacred cantata (Funeral);"A solo, ""Campanella"" in e and b (keyboard or organ?), violin I, violin II, viola, basso contino";;Link to lyrics;"Lit.: K. Anton, in: BJ 1955, S. 12 (Anm. 9); A. Glöckner, in BzBf 8, S.55";NBANBA, I/41, -- (nicht ediert [s. KB I/41 (Andreas Glöckner)], 2000) – Critical report (2000), S. 114;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000068?lang=en
Bach, Johann Sebastian (1685–1750);Widerstehe doch der Sünde;BWV 54;Sacred cantata (3rd Sunday of Lent (Oculi));"A*A*, Vl, Va, Bc; 2 ";;Link to lyrics;Text: Georg Christian Lehms (Darmstadt, 1711);NBANBA, I/8.2, S. V (nur Verweis) (Christoph Wolff, 1997) – Critical report (1998), 89f.;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000069?lang=en
Bach, Johann Sebastian (1685–1750);Ich armer Mensch, ich Sündenknecht;BWV 55;Sacred cantata (22nd Sunday after Trinity);T*T*, S, A, T, B, Fl trav, Ob d’am, Vl, Va, Bc,;;Link to lyricsJohann Rist (1607-1667);"Text: Christoph Birkmann; mvt. 5: stanza 6 from ‚Werde munter, mein Gemüte‘ by Johann Rist (1642); libretto printing: Birkmann 1728";NBANBA, I/26, S. 55 (Andreas Glöckner, 1994) – Critical report (1995), S. 52;Übernahme von www.bach.gwdg.de;17 November 172617 November 1726, Leipzig (Premiere);https://www.bach-digital.de/receive/BachDigitalWork_work_00000070?lang=en
Bach, Johann Sebastian (1685–1750);Ich will den Kreuzstab gerne tragen;BWV 56;Sacred cantata (19th Sunday after Trinity);B*B*, S, A, T, B, Ob, Vl, Va, Vc, Bc,;;Link to lyricsJohann Franck (1618-1677);"Text: Christoph Birkmann; mvt. 5: stanza 6 from 'Du, o schönes Weltgebäude' by Johann Franck (1653); libretto printing: Birkmann 1728";NBANBA, I/24, S. 173 (Matthias Wendt, 1990) – Critical report (1991), S. 162;Übernahme von www.bach.gwdg.de;27 October 172627 October 1726, Leipzig (Premiere);https://www.bach-digital.de/receive/BachDigitalWork_work_00000071?lang=en
Bach, Johann Sebastian (1685–1750);Selig ist der Mann, der die Anfechtung erduldet (Dialogus);BWV 57;Sacred cantata (2nd Christmas Day);S*S*, B*, S, A, T, B, Ob, Vl, Va, Bc,;;Link to lyricsAhasverus Fritsch (1629-1701);"Text: Georg Christian Lehms (Darmstadt, 1711); mvt. 1: James 1:12; mvt. 8: stanza 6 from ‘Hast du denn, Jesu, dein Angesicht gänzlich verborgen’ by Ahasverus Fritsch (1668)";NBANBA, I/3.1, S. 83 (Andreas Glöckner, 2000) – Critical report (2000), S. 71;Übernahme von www.bach.gwdg.de;26 December 172526 December 1725, Leipzig (Premiere);https://www.bach-digital.de/receive/BachDigitalWork_work_00000072?lang=en
Bach, Johann Sebastian (1685–1750);Ach Gott, wie manches Herzeleid (concerto in dialogo) [later version];BWV 58;Sacred cantata (2nd Sunday of Christmas);S*S*, B*, Ob, Vl*, Vl, Va, Bc,;;Link to lyricsMartin Moller (1547-1606);Text: see BWV 58 [early version] / BC A 26a;NBANBA, I/4, S. 217 (Werner Neumann, 1965) – Critical report (1964), S. 133;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000073?lang=en
Bach, Johann Sebastian (1685–1750);Ach Gott, wie manches Herzeleid (concerto in dialogo) [early version];BWV 58;Sacred cantata (2nd Sunday of Christmas);S*S*, B*, Vl*, Vl, Va, Bc,;;Link to lyricsMartin Moller (1547-1606);"Text: Christoph Birkmann; mvt. 1: stanza 1 from ‚Ach Gott, wie manches Herzeleid‘ by Martin Moller (1587); mvt. 5: stanza 2 from ‚O Jesus Christ, meins Lebens Licht‘ by Martin Behm (1610); mvt. 3 (early version): text lost; libretto printing: Birkmann 1728";NBANBA, I/4, S. 241 (Satz 3, Continuo-Stimme) (Werner Neumann, 1965) – Critical report (1964), S. 133;Übernahme von www.bach.gwdg.de;5 January 17275 January 1727, Leipzig (Premiere);https://www.bach-digital.de/receive/BachDigitalWork_work_00000074?lang=en
Bach, Johann Sebastian (1685–1750);Wer mich liebet, der wird mein Wort halten;BWV 59;Sacred cantata (1st Day of Pentecost);S*S*, B*, S, A, T, B, Tr, Timp, Vl, Va, Bc,;;Link to lyricsMartin Luther (1483-1546);"Text: Erdmann Neumeister (Eisenach, 1716/17) (only mvts. 1-4 set in music); mvt. 1: John 14:23; mvt. 3: stanza 1 from ‘Komm, Heiliger Geist, Herre Gott’ by Martin Luther (1524)";NBANBA, I/13, S. 65 (Dietrich Kilian, 1959) – Critical report (1960), S. 52;Übernahme von www.bach.gwdg.de;28 May 172428 May 1724, Leipzig (Premiere);https://www.bach-digital.de/receive/BachDigitalWork_work_00000075?lang=en
Bach, Johann Sebastian (1685–1750);O Ewigkeit, du Donnerwort;BWV 60;Sacred cantata (24th Sunday after Trinity);A*A*, T*, B*, S, A, T, B, Cr, Ob d’am, Vl, Va, Bc,;;Link to lyricsJohann Rist (1607-1667);"Text: author unknown; mvt. 1: stanza 1 from ‚O Ewigkeit, du Donnerwort‘ by Johann Rist (1642) and Genesis 49:18; mvt. 4: Revelation 14:13; mvt. 5: stanza 5 from ‘Es ist genung, so nimm, Herr, meinen Geist’ by Franz Joachim Burmeister (1662)";NBANBA, I/27, S. 1 (Alfred Dürr, 1968) – Critical report (1968), S. 9;Übernahme von www.bach.gwdg.de;7 November 17237 November 1723, Leipzig (Premiere);https://www.bach-digital.de/receive/BachDigitalWork_work_00000076?lang=en
Bach, Johann Sebastian (1685–1750);Nun komm, der Heiden Heiland;BWV 61;Sacred cantata (1st Sunday of Advent);S*S*, T*, B*, S, A, T, B, Fag, Vl, Va, Bc,;;Link to lyricsMartin Luther (1483-1546);"EZ EZ 1714 (autogr. Datum bei P 45); Text: Erdmann Neumeister (Eisenach, 1716/17); mvt. 1: stanza 1 from 'Nun komm der Heiden Heiland' by Martin Luther (1524); mvt. 4: Revelation 3:20; mvt. 6: stanza 7 from 'Wie schön leuchtet der Morgenstern' by Philipp Nicolai (1599)";NBANBA, I/1, S. 1 (Werner Neumann, 1954) – Critical report (1955), S. 7;Übernahme von www.bach.gwdg.de;2 December 17142 December 1714, 28 November 1723, Weimar (Premiere);https://www.bach-digital.de/receive/BachDigitalWork_work_00000077?lang=en
Bach, Johann Sebastian (1685–1750);Nun komm, der Heiden Heiland;BWV 62;Chorale cantata (1st Sunday of Advent);S*S*, A*, T*, B*, S, A, T, B, Cr, Ob, Vl, Va, Bc,;;Link to lyrics;"Text: Martin Luther (1524); stanza 2-7 (mvts. 2-5) reworked (author unknown); libretto printing: Leipzig 1724 IV";NBANBA, I/1, S. 75 (Werner Neumann, 1954) – Critical report (1955), S. 50;Übernahme von www.bach.gwdg.de;3 December 17243 December 1724, Leipzig (Premiere);https://www.bach-digital.de/receive/BachDigitalWork_work_00000078?lang=en
Bach, Johann Sebastian (1685–1750);Christen, ätzet diesen Tag;BWV 63;Sacred cantata (1st Christmas Day);S*S*, A*, T*, B*, S, A, T, B, Tr, Timp, Ob, Bs, Vl, Va, Bc,;;Link to lyrics;"Text: author unknown; probably J. M. Heineccius (1674-1722); libretto printing: Leipzig 1724 IV";NBANBA, I/2, S. 1 (Alfred Dürr, 1957) – Critical report (1957), S. 7;Übernahme von www.bach.gwdg.de;25 December 171425 December 1714, 25 December 1723, Weimar;https://www.bach-digital.de/receive/BachDigitalWork_work_00000079?lang=en
